step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
144,7.25,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009750648983754218,0.002509407000616193,0.0012594510335475206,0.001821413985453546
145,7.300000000000001,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009603840997442603,0.002506747958250344,0.0012524980120360851,0.0018366590375080705
146,7.3500000000000005,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.010353342979215086,0.002640710095874965,0.0012959050945937634,0.0017864629626274109
147,7.4,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.01037323207128793,0.0029522579861804843,0.001372438040561974,0.0018827959429472685
148,7.45,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009963897988200188,0.002743811928667128,0.0012632329016923904,0.0016044689109548926
149,7.5,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.011178001994267106,0.0025636899517849088,0.0017077799420803785,0.0016690869815647602
150,7.550000000000001,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.0159712010063231,0.004250623052939773,0.002144022029824555,0.0025146719999611378
151,7.6000000000000005,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.0100032469490543,0.0024908980121836066,0.0012074230471625924,0.001993937068618834
152,7.65,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009963255957700312,0.0023628000635653734,0.0012381999986246228,0.0016484669176861644
153,7.7,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.010441566002555192,0.002923239953815937,0.0013895499287173152,0.0016982720699161291
154,7.75,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.010027336073108017,0.0025209400337189436,0.0014854349428787827,0.0019142060773447156
155,7.800000000000001,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.011620099074207246,0.002491833991371095,0.0024987629149109125,0.002037844038568437
156,7.8500000000000005,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.010502355988137424,0.003595681977458298,0.0011931610060855746,0.0015620930353179574
157,7.9,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2523135170340538,1.7209390250500292,0,0,0,0,-1,nan,nan,,,608,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 614, 'self_collision': 0}",0.0005329481803646009,616,616,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.012333730002865195,0.004121492034755647,0.0013564950786530972,0.0016629620222374797
