step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
81,4.1000000000000005,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371955081918713e-08,1.7450751101932838e-06,8.795178291620687e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393288541055e-08,0.0,2.2048167461662854e-08,-2.2048167461662854e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.1326257120661789,filtered,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120357647256599,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.5371954828762363e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867915021493101e-11,valid,0.08120357647256599,0.9197986376041376,0|4.73416051e-08|8.16666907e-08|9.03903409e-08|1.00538248e-07|9.03413627e-08,,,,,,,,,,0.009077636990696192,0.0024872359354048967,0.0012418898986652493,0.0015037880511954427
82,4.15,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371955081918713e-08,2.3714375071531542e-15,3.4901502658613026e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.1083932916675844e-08,0.0,2.2048167464797875e-08,-2.2048167464797875e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.04537195482876236,filtered,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358118991353,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.53719547726015e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867914838274581e-11,valid,0.08120358118991353,0.9197986377722374,0|1.65300185e-08|2.83785421e-08|3.13941298e-08|3.49560966e-08|3.13953674e-08,,,,,,,,,,0.010207700892351568,0.00246407906524837,0.0013206490548327565,0.0017483880510553718
83,4.2,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371955081918713e-08,5.551115123125783e-16,4.4754520591881383e-14,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.1083932935201964e-08,0.0,2.2048167467366754e-08,-2.2048167467366754e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0453719547726015,filtered,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358120857127,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.5371954733523216e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867914771501915e-11,valid,0.08120358120857127,0.9197986378718509,0|1.63118706e-08|2.80913438e-08|3.10865782e-08|3.45896304e-08|3.1076062e-08,,,,,,,,,,0.010218198061920702,0.0024345630081370473,0.0014905420830473304,0.0018463790183886886
84,4.25,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371951529205035e-08,3.788658094389975e-14,7.542261086512791e-13,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393289760097e-08,0.0,2.2048167480359373e-08,-2.2048167480359373e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.04537195473352322,filtered,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358120372256,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.537195387973924e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867914385558631e-11,valid,0.08120358120372256,0.919798637971264,0|1.63107442e-08|2.80898612e-08|3.10849906e-08|3.4587735e-08|3.10744129e-08,,,,,,,,,,0.011593731003813446,0.0027668499387800694,0.0015668229898437858,0.002093986957333982
85,4.3,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371951529205035e-08,5.551115123125783e-16,7.542261086512791e-13,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393291607935e-08,0.0,2.2048167482910563e-08,-2.2048167482910563e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.04537195387973924,filtered,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358119875251,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.5371953840742754e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867914319354404e-11,valid,0.08120358119875251,0.919798638070675,0|1.63107396e-08|2.80898548e-08|3.10849836e-08|3.45877265e-08|3.10744054e-08,,,,,,,,,,0.011974008055403829,0.002765415934845805,0.0016245190054178238,0.0016862520715221763
86,4.3500000000000005,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371951529205035e-08,5.551115123125783e-16,0.0,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393293455772e-08,0.0,2.204816748546175e-08,-2.204816748546175e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.04537195384074275,filtered,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358119378196,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.537195380174622e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867914253154809e-11,valid,0.08120358119378196,0.9197986381700859,0|1.63107396e-08|2.80898548e-08|3.10849836e-08|3.45877265e-08|3.10744054e-08,,,,,,,,,,0.00993515900336206,0.0025083640357479453,0.0012173999566584826,0.0016256999224424362
87,4.4,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371955081918713e-08,3.553147359669495e-14,7.105427357601002e-13,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393364468492e-08,0.0,2.204816803204251e-08,-2.204816803204251e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.04537195380174622,filtered,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358118881144,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.537195376274969e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867914186953228e-11,valid,0.08120358118881144,0.9197986382694968,0|1.63107396e-08|2.80898548e-08|3.10849836e-08|3.45877265e-08|3.10744054e-08,,,,,,,,,,0.012307427008636296,0.003352634026668966,0.0016783599276095629,0.0022827330976724625
88,4.45,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371955081918713e-08,2.288783396885369e-15,7.11929159288166e-13,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393366543418e-08,0.0,2.2048168030514594e-08,-2.2048168030514594e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.04537195376274969,filtered,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0812035854645527,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.537195372640523e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.8679139400418e-11,valid,0.0812035854645527,0.9197986383689085,0|1.63107394e-08|2.80898565e-08|3.10849842e-08|3.45877273e-08|3.10744061e-08,,,,,,,,,,0.014431618968956172,0.0038711040979251266,0.0018213950097560883,0.0024729559663683176
89,4.5,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371955081918713e-08,2.7755575615628914e-16,4.4754520591881383e-14,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393368370982e-08,0.0,2.2048168032713525e-08,-2.2048168032713525e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.045371953726405234,filtered,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358545958209,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.537195368735188e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867913877708778e-11,valid,0.08120358545958209,0.9197986384683202,0|1.63107394e-08|2.80898565e-08|3.10849843e-08|3.45877273e-08|3.10744062e-08,,,,,,,,,,0.013624378945678473,0.003584694000892341,0.0017055150819942355,0.002364994026720524
90,4.55,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,9.074390732166648e-07,1.8148779417970218e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.045371953687351876,filtered,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358545461118,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,0.0,valid,0.08120358545461118,0.9197986385677318,0|1.63107394e-08|2.80898588e-08|3.10849872e-08|3.45877273e-08|3.10744062e-08,,,,,,,,,,0.010871139937080443,0.0036487590987235308,0.0014125220477581024,0.0016616960056126118
91,4.6000000000000005,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,1.8148779417970218e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0,passthrough,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358792904064,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,0.0,valid,0.08120358792904064,0.9197986386036102,0|1.14929182e-10|1.54731761e-10|1.65604795e-10|1.9351385e-10|1.72650393e-10,,,,,,,,,,0.011095732101239264,0.003075751941651106,0.0015065219486132264,0.001996845006942749
92,4.65,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0,passthrough,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358794142438,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,0.0,valid,0.08120358794142438,0.9197986386037164,0|5.92937297e-13|7.98250494e-13|8.54347414e-13|9.99973114e-13|8.91481801e-13,,,,,,,,,,0.01063647004775703,0.0032006859546527267,0.001378042041324079,0.0017435670597478747
93,4.7,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0,passthrough,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358794148824,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,0.0,valid,0.08120358794148824,0.9197986386037169,0|3.07355742e-15|4.13781794e-15|4.42860279e-15|5.18356934e-15|4.62073471e-15,,,,,,,,,,0.012597930035553873,0.0032259870786219835,0.001291132066398859,0.002135559916496277
94,4.75,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0,passthrough,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358794148858,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,0.0,valid,0.08120358794148858,0.9197986386037169,0|1.59310243e-17|2.14473573e-17|2.29545685e-17|2.68676736e-17|2.39504773e-17,,,,,,,,,,0.011409710976295173,0.0034004400949925184,0.0016310850623995066,0.0016083369264379144
95,4.800000000000001,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0,passthrough,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358794148858,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,0.0,valid,0.08120358794148858,0.9197986386037169,0|8.25742204e-20|1.11166662e-19|1.1897889e-19|1.39261439e-19|1.24140923e-19,,,,,,,,,,0.010630590026266873,0.0028311919886618853,0.0016767929773777723,0.0016596750356256962
96,4.8500000000000005,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0,passthrough,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358794148858,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,0.0,valid,0.08120358794148858,0.9197986386037169,0|4.28001588e-22|5.76202933e-22|6.16695546e-22|7.21824768e-22|6.43451574e-22,,,,,,,,,,0.011733848019503057,0.0027663849759846926,0.0013455660082399845,0.0016659479588270187
97,4.9,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0,passthrough,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358794148858,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,0.0,valid,0.08120358794148858,0.9197986386037169,0|2.21843272e-24|2.98659508e-24|3.19647781e-24|3.74138724e-24|3.33516059e-24,,,,,,,,,,0.010998187004588544,0.0035077680367976427,0.0012807869352400303,0.0016116260085254908
98,4.95,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0,passthrough,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358794148858,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,0.0,valid,0.08120358794148858,0.9197986386037169,0|1.14986574e-26|1.54802232e-26|1.65680946e-26|1.93924882e-26|1.72869201e-26,,,,,,,,,,0.009884511935524642,0.0026380480267107487,0.0014872910687699914,0.0017198409186676145
99,5.0,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.29591871809680015,2.0453991191461682,0,0,0,0,-1,nan,nan,,,512,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0,passthrough,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358794148858,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,0.0,valid,0.08120358794148858,0.9197986386037169,0|5.96002459e-29|8.02376382e-29|8.58763315e-29|1.00515827e-28|8.96021717e-29,,,,,,,,,,0.010483403108082712,0.0027159559540450573,0.0014492329210042953,0.0016319500282406807
100,5.050000000000001,-2.466594903614074,0.26908281445503235,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3262571485483932e-07,2.652514012879692e-06,5.305028025759384e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,9.086072690877513e-08,0.0,6.444848993824794e-08,-6.444848993824794e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.33048857003450394,2.375887689180672,0,0,0,0,-1,nan,nan,,,576,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0,passthrough,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358794148858,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,1.326257120661789e-07,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,2.2998519841469643e-10,valid,0.08120358794148858,0.9197986386037169,0|3.08922068e-31|4.15890517e-31|4.45117189e-31|5.2099713e-31|4.64429096e-31,,,,,,,,,,0.34192264499142766,0.002745794947259128,0.0014648919459432364,0.0017841228982433677
101,5.1000000000000005,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371955081918713e-08,1.7450751101932838e-06,8.795178291620687e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393288541055e-08,0.0,2.2048167461662854e-08,-2.2048167461662854e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.33048857003450394,2.375887689180672,0,0,0,0,-1,nan,nan,,,576,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.1326257120661789,filtered,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120357647256599,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.5371954828762363e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867915021493101e-11,valid,0.08120357647256599,0.9197986376041376,0|4.73416051e-08|8.16666907e-08|9.03903409e-08|1.00538248e-07|9.03413627e-08,,,,,,,,,,0.01104000594932586,0.003595001995563507,0.0012724619591608644,0.0015364399878308177
